trx_id,timestamp,source_id,target_id,amount,channel,payment_type,status,description,ref_number
T036852,2026-03-15 07:04:44,M0093,M0227,2926555.66,transfer,bank_transfer,success,M2M settlement - Fashion,REF38760232
T036853,2025-08-10 04:26:30,C01568,M0050,1006649.14,EDC,debit,success,C2M payment - F&B,REF10620155
T036854,2025-11-29 16:40:17,C00910,M0570,1543865.44,EDC,debit,success,C2M payment - Electronics,REF82306351
T036855,2026-04-24 07:57:30,M0669,M0655,26382532.83,transfer,bank_transfer,success,M2M settlement - Automotive,REF93855663
T036856,2026-05-31 23:39:30,C00986,M0096,262045.47,EDC,debit,success,C2M payment - F&B,REF06528443
T036857,2025-12-02 15:18:36,C01601,M0109,70927.41,QRIS,QRIS,failed,C2M payment - F&B,REF92692244
T036858,2025-10-23 17:47:09,C00732,M0670,4703076.63,QRIS,QRIS,success,C2M payment - Automotive,REF92430054
T036859,2025-07-04 22:53:32,C00263,M0532,3282120.45,EDC,credit_card,pending,C2M payment - Electronics,REF60393193
T036860,2025-12-28 17:27:45,C00312,M0459,130579.17,EDC,debit,success,C2M payment - Grocery,REF47574693
T036861,2025-08-08 17:22:35,M0255,M0350,30540160.8,EDC,debit,success,M2M settlement - Fashion,REF96932711
T036862,2026-05-26 01:31:38,C01124,M0219,864195.52,QRIS,QRIS,success,C2M payment - Fashion,REF25851174
T036863,2025-11-14 20:16:29,C00450,M0310,720177.29,EDC,debit,success,C2M payment - Fashion,REF09306242
T036864,2026-06-23 15:58:38,C00054,M0034,92329.87,transfer,bank_transfer,success,C2M payment - F&B,REF98624500
T036865,2025-12-23 00:50:00,M0305,M0494,7764975.03,transfer,bank_transfer,failed,M2M settlement - Electronics,REF59327337
T036866,2026-04-13 19:27:29,M0353,M0422,5875137.98,transfer,bank_transfer,success,M2M settlement - Grocery,REF70220669
T036867,2026-05-19 13:59:48,C01996,M0233,522842.2,QRIS,QRIS,success,C2M payment - Fashion,REF09929509
T036868,2025-08-21 10:04:59,C01065,M0155,249315.07,QRIS,QRIS,success,C2M payment - F&B,REF92863988
T036869,2025-10-12 17:20:27,M0128,M0427,25015370.04,transfer,bank_transfer,success,M2M settlement - Grocery,REF62245868
T036870,2025-10-05 02:36:46,M0260,M0471,12779850.68,EDC,debit,success,M2M settlement - Grocery,REF87362881
T036871,2026-02-15 23:42:25,C01214,M0504,4344325.03,transfer,bank_transfer,success,C2M payment - Electronics,REF27186533
T036872,2026-05-23 15:29:39,C00115,M0235,597258.78,QRIS,QRIS,success,C2M payment - Fashion,REF17403919
T036873,2025-10-28 04:02:57,C00524,M0275,594858.09,QRIS,QRIS,success,C2M payment - Fashion,REF11041156
T036874,2026-01-23 11:51:59,C01381,M0441,75689.53,QRIS,QRIS,success,C2M payment - Grocery,REF50051230
T036875,2025-11-07 13:05:34,C01608,M0490,133374.69,EDC,credit_card,failed,C2M payment - Grocery,REF90949922
T036876,2026-02-25 06:23:44,M0522,M0272,75000000.0,EDC,debit,success,M2M settlement - Fashion,REF79599114
T036877,2026-01-14 06:09:37,M0336,M0665,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF22784666
T036878,2025-09-24 20:04:02,C00095,M0542,1926707.36,EDC,credit_card,success,C2M payment - Electronics,REF50705827
T036879,2026-06-24 08:16:06,C00194,M0375,232221.03,EDC,debit,success,C2M payment - Grocery,REF45238787
T036880,2025-09-07 03:22:28,C01463,M0376,342448.11,transfer,bank_transfer,success,C2M payment - Grocery,REF49350445
T036881,2026-06-23 15:09:35,C00843,M0020,103003.68,EDC,debit,success,C2M payment - F&B,REF37746975
T036882,2026-04-19 13:53:23,M0557,M0564,75000000.0,QRIS,QRIS,success,M2M settlement - Electronics,REF02979101
T036883,2026-05-20 19:23:05,C00937,M0315,1376789.8,QRIS,QRIS,success,C2M payment - Fashion,REF59180920
T036884,2025-09-23 07:30:53,C00679,M0400,97471.05,QRIS,QRIS,success,C2M payment - Grocery,REF89708301
T036885,2025-11-05 05:19:43,C00802,M0628,1590044.77,QRIS,QRIS,pending,C2M payment - Automotive,REF83546684
T036886,2025-08-30 00:11:37,C01576,M0302,1319358.52,QRIS,QRIS,success,C2M payment - Fashion,REF07808517
T036887,2026-06-25 00:51:17,C01771,M0595,3233352.0,transfer,bank_transfer,success,C2M payment - Electronics,REF80156981
T036888,2026-01-30 02:37:35,C00237,M0129,180531.58,QRIS,QRIS,success,C2M payment - F&B,REF64333480
T036889,2026-02-10 18:39:39,C01213,M0560,895548.46,transfer,bank_transfer,success,C2M payment - Electronics,REF26079430
T036890,2025-12-08 21:11:40,C00108,M0199,58268.77,EDC,debit,success,C2M payment - F&B,REF70989828
T036891,2026-04-05 19:09:00,C00354,M0532,2770393.38,QRIS,QRIS,failed,C2M payment - Electronics,REF72918667
T036892,2025-07-24 16:13:26,C00229,M0688,1229535.94,EDC,debit,success,C2M payment - Automotive,REF63311143
T036893,2026-03-26 19:47:48,M0248,M0279,12082113.37,transfer,bank_transfer,success,M2M settlement - Fashion,REF71801823
T036894,2026-05-25 11:04:25,C00197,M0238,347031.46,EDC,debit,success,C2M payment - Fashion,REF19093165
T036895,2026-06-06 22:19:54,C01727,M0553,4267975.46,EDC,debit,success,C2M payment - Electronics,REF35435777
T036896,2026-01-11 15:38:46,M0687,M0574,75000000.0,QRIS,QRIS,success,M2M settlement - Electronics,REF19889020
T036897,2025-11-15 01:49:26,C01634,M0146,143906.18,QRIS,QRIS,success,C2M payment - F&B,REF67299044
T036898,2026-01-19 10:08:31,C00435,M0665,1219603.94,EDC,credit_card,success,C2M payment - Automotive,REF38068954
T036899,2026-03-31 13:08:46,M0220,M0243,15395391.2,transfer,bank_transfer,success,M2M settlement - Fashion,REF91827121
T036900,2026-05-14 04:55:03,M0034,M0055,5840002.73,transfer,bank_transfer,success,M2M settlement - F&B,REF66248311
T036901,2025-07-01 00:41:32,C00842,M0093,104755.04,EDC,credit_card,success,C2M payment - F&B,REF95426281
T036902,2026-05-16 02:05:11,C00091,M0603,1052100.86,EDC,debit,success,C2M payment - Automotive,REF99479105
T036903,2026-05-18 04:55:10,C00573,M0366,0.0,EDC,debit,success,Test transaction,REF31466101
T036904,2026-06-11 12:16:29,M0316,M0220,64088627.49,transfer,bank_transfer,success,M2M settlement - Fashion,REF42049866
T036905,2026-03-30 11:47:44,C00850,M0475,347018.11,QRIS,QRIS,success,C2M payment - Grocery,REF26307553
T036906,2026-05-09 05:22:14,C01935,M0229,3014567.05,QRIS,QRIS,success,C2M payment - Fashion,REF36262434
T036907,2025-12-09 07:00:30,M0636,M0530,3206391.48,transfer,bank_transfer,success,M2M settlement - Electronics,REF78109677
T036908,2025-11-13 08:04:17,C00688,M0403,111137.73,EDC,debit,success,C2M payment - Grocery,REF30791097
T036909,2026-04-08 06:55:13,M0295,M0330,7585068.84,transfer,bank_transfer,success,M2M settlement - Fashion,REF24193296
T036910,2025-09-19 19:12:34,C01435,M0252,369350.7,EDC,debit,success,C2M payment - Fashion,REF06161639
T036911,2026-05-17 16:17:04,C01930,M0174,510591.2,QRIS,QRIS,failed,C2M payment - F&B,REF28020535
T036912,2025-12-01 03:56:48,M0052,M0217,2063011.22,transfer,bank_transfer,success,M2M settlement - Fashion,REF46988619
T036913,2025-08-19 23:30:46,C01179,M0398,571640.38,EDC,debit,success,C2M payment - Grocery,REF98609521
T036914,2025-08-18 06:54:05,C01459,M0018,37207.32,QRIS,QRIS,success,C2M payment - F&B,REF09136180
T036915,2026-02-18 07:02:43,C00301,M0247,363046.85,EDC,debit,success,C2M payment - Fashion,REF72421030
T036916,2025-10-27 04:51:07,M0591,M0589,69177796.48,transfer,bank_transfer,failed,M2M settlement - Electronics,REF73776080
T036917,2026-03-08 17:58:43,M0646,M0608,41346178.92,transfer,bank_transfer,failed,M2M settlement - Automotive,REF48389587
T036918,2026-02-11 03:46:01,M0030,M0185,9142520.95,transfer,bank_transfer,failed,M2M settlement - F&B,REF39279959
T036919,2026-02-24 02:55:40,C00654,M0515,4987535.2,QRIS,QRIS,success,C2M payment - Electronics,REF52833884
T036920,2026-01-12 08:56:25,C01139,M0461,98952.99,EDC,debit,success,C2M payment - Grocery,REF14297297
T036921,2025-11-09 21:27:08,C00915,M0319,1170565.39,EDC,debit,success,C2M payment - Fashion,REF33645152
T036922,2026-04-25 18:28:18,C01686,M0535,2012496.53,EDC,credit_card,success,C2M payment - Electronics,REF63675214
T036923,2025-12-01 20:11:56,M0333,M0145,75000000.0,transfer,bank_transfer,success,M2M settlement - F&B,REF32722340
T036924,2025-07-06 22:09:10,M0481,M0470,12856398.96,transfer,bank_transfer,success,M2M settlement - Grocery,REF86776055
T036925,2025-09-23 04:16:59,M0218,M0126,1237152.43,transfer,bank_transfer,success,M2M settlement - F&B,REF89634021
T036926,2026-06-11 01:34:20,C00542,M0077,215437.93,QRIS,QRIS,success,C2M payment - F&B,REF66190949
T036927,2025-08-22 08:47:39,M0650,M0615,57814624.78,transfer,bank_transfer,success,M2M settlement - Automotive,REF05839895
T036928,2025-08-24 20:10:39,C01943,M0693,3717451.23,EDC,credit_card,success,C2M payment - Automotive,REF43270109
T036929,2025-07-28 12:12:18,M0358,M0473,10857638.63,transfer,bank_transfer,success,M2M settlement - Grocery,REF78315831
T036930,2026-02-12 17:56:09,M0165,M0370,4725514.57,transfer,bank_transfer,success,M2M settlement - Grocery,REF62980160
T036931,2026-05-22 16:38:49,C01269,M0660,854775.31,QRIS,QRIS,success,C2M payment - Automotive,REF58667203
T036932,2025-10-05 00:31:43,M0072,M0018,5245983.04,transfer,bank_transfer,success,M2M settlement - F&B,REF02102254
T036933,2026-03-02 11:42:06,M0416,M0218,5179943.53,transfer,bank_transfer,success,M2M settlement - Fashion,REF87661335
T036934,2026-04-25 08:49:21,C01423,M0690,2011337.4,QRIS,QRIS,success,C2M payment - Automotive,REF74560070
T036935,2025-09-29 07:32:30,M0328,M0358,55786058.44,transfer,bank_transfer,success,M2M settlement - Grocery,REF02925461
T036936,2025-07-16 04:04:09,C01850,M0659,1025165.37,QRIS,QRIS,success,C2M payment - Automotive,REF82154985
T036937,2025-12-13 21:30:19,M0288,M0451,8142644.01,QRIS,QRIS,success,M2M settlement - Grocery,REF85809979
T036938,2026-06-03 13:35:15,M0518,M0665,75000000.0,transfer,bank_transfer,success,M2M settlement - Automotive,REF21290739
T036939,2025-11-20 12:45:00,C01815,M0159,52251.18,EDC,debit,success,C2M payment - F&B,REF12091935
T036940,2026-04-15 04:07:19,C00858,M0274,684855.96,QRIS,QRIS,success,C2M payment - Fashion,REF34785855
T036941,2025-09-13 11:57:37,C01663,M0363,319428.11,EDC,debit,success,C2M payment - Grocery,REF73855629
T036942,2025-07-25 13:03:37,C01872,M0475,417773.42,QRIS,QRIS,success,C2M payment - Grocery,REF30569683
T036943,2026-04-01 07:30:50,C01909,M0078,152432.13,QRIS,QRIS,success,C2M payment - F&B,REF22413268
T036944,2025-10-10 23:24:36,C00703,M0431,984790.97,EDC,debit,success,C2M payment - Grocery,REF19201932
T036945,2026-01-15 06:14:15,C01253,M0452,118507.01,QRIS,QRIS,success,C2M payment - Grocery,REF49155790
T036946,2026-03-29 13:57:29,C01412,M0219,1859606.96,EDC,credit_card,success,C2M payment - Fashion,REF98175788
T036947,2026-03-31 12:58:56,C00831,M0405,593128.72,QRIS,QRIS,success,C2M payment - Grocery,REF66625720
T036948,2026-04-05 12:59:50,C00035,M0214,412936.31,QRIS,QRIS,failed,C2M payment - Fashion,REF03637381
T036949,2026-03-29 17:52:00,C01637,M0576,1643336.93,transfer,bank_transfer,success,C2M payment - Electronics,REF56943817
T036950,2025-12-06 17:59:13,C00096,M0675,1704726.31,EDC,credit_card,success,C2M payment - Automotive,REF09049983
T036951,2025-08-18 19:08:25,C01347,M0323,575945.96,QRIS,QRIS,success,C2M payment - Fashion,REF25401145
T036952,2025-07-11 16:16:46,C00681,M0421,396435.45,EDC,credit_card,success,C2M payment - Grocery,REF56581225
T036953,2025-08-05 18:27:49,C01564,M0247,341040.59,EDC,credit_card,success,C2M payment - Fashion,REF58256890
T036954,2026-06-18 00:16:05,M0199,M0203,15596428.78,QRIS,QRIS,success,M2M settlement - F&B,REF89960019
T036955,2026-05-21 16:58:38,M0370,M0584,3475294.46,transfer,bank_transfer,success,M2M settlement - Electronics,REF00344616
T036956,2025-11-15 02:31:49,C01512,M0219,814807.84,EDC,credit_card,success,C2M payment - Fashion,REF57457805
T036957,2025-12-24 19:35:50,C00053,M0159,97194.86,EDC,debit,success,C2M payment - F&B,REF78755006
T036958,2026-05-05 00:01:02,C01088,M0369,426976.6,QRIS,QRIS,success,C2M payment - Grocery,REF11340395
T036959,2025-08-23 22:28:41,C01540,M0688,1700416.35,QRIS,QRIS,success,C2M payment - Automotive,REF31659146
T036960,2025-07-06 10:07:31,C00521,M0545,956927.92,QRIS,QRIS,success,C2M payment - Electronics,REF17406977
T036961,2025-10-25 05:25:45,C00209,M0459,82923.36,EDC,debit,success,C2M payment - Grocery,REF27944425
T036962,2025-09-25 23:20:03,C01798,M0263,696089.63,QRIS,QRIS,success,C2M payment - Fashion,REF18966148
T036963,2025-07-02 14:54:34,C00122,M0411,265854.73,EDC,credit_card,success,C2M payment - Grocery,REF96525055
T036964,2026-01-02 11:27:12,M0406,M0397,75000000.0,transfer,bank_transfer,success,M2M settlement - Grocery,REF10860533
T036965,2025-07-03 06:14:01,C01131,M0573,1451425.21,QRIS,QRIS,success,C2M payment - Electronics,REF75894068
T036966,2025-09-25 05:41:53,C00329,M0251,381528.32,EDC,credit_card,success,C2M payment - Fashion,REF55406056
T036967,2025-10-24 08:31:30,C01519,M0604,2724468.56,EDC,debit,success,C2M payment - Automotive,REF40928139
T036968,2026-06-09 16:16:31,C00813,M0031,77188.63,QRIS,QRIS,success,C2M payment - F&B,REF41980766
T036969,2025-09-06 14:38:59,C00300,M0067,27456.18,EDC,debit,success,C2M payment - F&B,REF78077014
T036970,2026-05-03 20:47:00,C01844,M0400,162092.48,EDC,debit,success,C2M payment - Grocery,REF08279412
T036971,2026-01-31 09:57:09,M0442,M0202,619172.99,EDC,debit,success,M2M settlement - F&B,REF14031168
T036972,2025-11-21 08:21:59,M0051,M0037,,transfer,bank_transfer,success,M2M settlement - F&B,REF58888739
T036973,2025-08-05 23:21:43,C00325,M0594,1455824.03,EDC,debit,success,C2M payment - Electronics,REF66157343
T036974,2025-11-06 04:02:03,M0635,M0443,72345826.12,transfer,bank_transfer,success,M2M settlement - Grocery,REF72842434
T036975,2025-11-22 08:10:17,C00448,M0244,163331.17,EDC,debit,success,C2M payment - Fashion,REF86723083
T036976,2025-08-27 19:18:14,M0141,M0516,2995270.0,QRIS,QRIS,success,M2M settlement - Electronics,REF55645833
T036977,2025-10-10 03:11:04,C01380,M0481,169189.25,EDC,debit,success,C2M payment - Grocery,REF92643162
T036978,2025-07-04 01:24:56,M0418,M0218,3703093.36,transfer,bank_transfer,success,M2M settlement - Fashion,REF35366739
T036979,2026-03-18 19:53:22,C01267,M0383,305319.13,EDC,credit_card,success,C2M payment - Grocery,REF63710270
T036980,2026-03-09 11:35:39,C01750,M0521,6567190.17,transfer,bank_transfer,pending,C2M payment - Electronics,REF43522102
T036981,2026-05-20 03:46:29,C00134,M0020,218853.06,QRIS,QRIS,success,C2M payment - F&B,REF48571583
T036982,2025-12-23 07:08:03,C00450,M0325,507652.93,EDC,debit,success,C2M payment - Fashion,REF48051044
T036983,2025-12-27 12:46:28,C01422,M0646,1574200.34,EDC,debit,success,C2M payment - Automotive,REF99997642
T036984,2026-01-10 04:43:21,M0199,M0113,2305408.8,transfer,bank_transfer,success,M2M settlement - F&B,REF89635225
T036985,2026-06-08 22:15:34,C00921,M0090,22017.18,QRIS,QRIS,success,C2M payment - F&B,REF60355635
T036986,2025-07-24 12:22:24,C01083,M0502,526627.07,QRIS,QRIS,success,C2M payment - Electronics,REF93343005
T036987,2025-07-18 03:27:18,C01127,M0407,72932.72,EDC,debit,success,C2M payment - Grocery,REF16540947
T036988,2025-12-11 11:43:28,C01787,M0431,192518.69,transfer,bank_transfer,success,C2M payment - Grocery,REF42847231
T036989,2026-02-03 14:59:50,C01028,M0041,9928.56,QRIS,QRIS,success,C2M payment - F&B,REF11702856
T036990,2025-12-23 04:24:54,C01040,M0491,3871649.84,QRIS,QRIS,pending,C2M payment - Electronics,REF08118782
T036991,2026-01-03 02:53:52,C00563,M0583,1737652.39,QRIS,QRIS,success,C2M payment - Electronics,REF28475876
T036992,2026-06-09 20:59:32,C00869,M0175,96941.11,EDC,credit_card,success,C2M payment - F&B,REF75750182
T036993,2025-10-16 10:05:25,M0707,M0029,1142619.98,transfer,bank_transfer,success,M2M settlement - F&B,REF35399223
T036994,2026-05-12 22:23:34,C01597,M0381,386357.9,EDC,debit,success,C2M payment - Grocery,REF45897376
T036995,2025-09-03 06:14:40,C01716,M0649,1314733.26,transfer,bank_transfer,success,C2M payment - Automotive,REF03225629
T036996,2025-07-14 02:37:59,C00620,M0587,7568444.03,QRIS,QRIS,success,C2M payment - Electronics,REF97447873
T036997,2026-05-24 13:07:10,M0287,M0600,15408274.04,transfer,bank_transfer,success,M2M settlement - Automotive,REF30686257
T036998,2026-04-01 20:51:22,C01697,M0117,83111.31,transfer,bank_transfer,success,C2M payment - F&B,REF61765772
T036999,2026-01-22 05:36:49,C00672,M0661,957325.37,transfer,bank_transfer,success,C2M payment - Automotive,REF92191985
T037000,2025-10-31 21:26:05,M0507,M0553,34012705.13,transfer,bank_transfer,success,M2M settlement - Electronics,REF00843791
T037001,2026-01-26 06:31:35,C00110,M0295,702378.82,EDC,credit_card,pending,C2M payment - Fashion,REF88242544
T037002,2025-08-17 12:07:20,M0414,M0061,13886024.58,EDC,credit_card,success,M2M settlement - F&B,REF41487689
T037003,2026-03-19 16:11:19,M0480,M0263,,transfer,bank_transfer,success,M2M settlement - Fashion,REF99901188
T037004,2025-08-06 10:02:55,C01074,M0446,519994.74,QRIS,QRIS,success,C2M payment - Grocery,REF82814378
T037005,2026-02-02 08:01:28,C00085,M0413,126445.1,EDC,debit,success,C2M payment - Grocery,REF73268414
T037006,2026-02-28 16:58:45,C00124,M0519,2230800.81,EDC,debit,failed,C2M payment - Electronics,REF00120265
T037007,2025-12-28 12:15:22,C01492,M0016,101370.09,QRIS,QRIS,success,C2M payment - F&B,REF01364147
T037008,2025-12-07 09:24:16,M0423,M0048,3816315.7,transfer,bank_transfer,success,M2M settlement - F&B,REF55115504
T037009,2025-08-28 12:36:54,C00531,M0085,85489.57,QRIS,QRIS,success,C2M payment - F&B,REF82944407
T037010,2025-09-17 19:44:43,C00489,M0002,285369.16,EDC,credit_card,success,C2M payment - F&B,REF27724725
T037011,2026-04-19 00:23:52,M0399,M0627,12891677.12,transfer,bank_transfer,success,M2M settlement - Automotive,REF03976887
T037012,2026-05-30 02:28:45,M0661,M0520,15530670.72,transfer,bank_transfer,success,M2M settlement - Electronics,REF79864343
T037013,2026-03-21 16:00:14,C01788,M0041,61010.91,QRIS,QRIS,success,C2M payment - F&B,REF54501965
T037014,2025-11-16 04:01:54,M0197,M0210,6816537.31,QRIS,QRIS,success,M2M settlement - F&B,REF40350476
T037015,2025-07-21 04:36:57,C01510,M0396,112143.92,QRIS,QRIS,success,C2M payment - Grocery,REF27236382
T037016,2025-08-24 21:06:05,C00697,M0265,340725.02,EDC,credit_card,success,C2M payment - Fashion,REF92510643
T037017,2025-12-07 21:24:42,C00792,M0365,162054.74,QRIS,QRIS,success,C2M payment - Grocery,REF15272248
T037018,2025-12-20 08:24:19,C00792,M0708,86214.07,transfer,bank_transfer,success,C2M payment - Grocery,REF64471178
T037019,2025-10-30 12:48:22,C00082,M0407,380862.39,QRIS,QRIS,success,C2M payment - Grocery,REF12338715
T037020,2026-03-08 11:09:14,C01128,M0574,5668271.25,EDC,debit,success,C2M payment - Electronics,REF19501905
T037021,2025-10-26 02:58:37,C01293,M0016,108894.6,transfer,bank_transfer,success,C2M payment - F&B,REF04171482
T037022,2026-03-13 03:20:14,C00932,M0344,269142.81,QRIS,QRIS,success,C2M payment - Fashion,REF65388900
T037023,2025-09-24 01:35:40,C00515,M0397,583660.11,transfer,bank_transfer,success,C2M payment - Grocery,REF70841052
T037024,2026-01-28 05:20:42,C00880,M0523,759142.66,EDC,debit,success,C2M payment - Electronics,REF03659044
T037025,2026-06-02 06:43:28,C00710,M0032,83044.82,EDC,debit,success,C2M payment - F&B,REF99492449
T037026,2026-04-21 10:53:56,C01587,M0273,362513.25,EDC,debit,success,C2M payment - Fashion,REF85237677
T037027,2026-03-22 21:55:16,C00384,M0681,1039543.4,transfer,bank_transfer,success,C2M payment - Automotive,REF49722744
T037028,2025-09-03 16:47:22,C00215,M0695,956863.28,QRIS,QRIS,success,C2M payment - Automotive,REF83366157
T037029,2026-02-01 10:00:10,C00608,M0686,3484205.4,QRIS,QRIS,success,C2M payment - Automotive,REF01627665
